"","RowNumber","CustomerId","Surname","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited"
"7364.1",7364,15666012,"Rippey",603,"France","Male",40,4,102833.46,2,1,1,38829.11,"0"
"2260",2260,15762216,"Barrera",686,"France","Female",41,4,129553.76,2,1,0,187599.8,"0"
"2190.2",2190,15798310,"Palerma",480,"France","Male",35,2,165692.91,1,1,1,197984.58,"0"
"8611",1580.30387145374,15693505.0894307,"Lin",629.909351636888,"France","Male",45.3479507828597,7.78654992883094,183882.583638082,1,1,0,141466.263381374,"1"
"9208",9208,15643770,"Yu",682,"France","Female",52,5,112670.48,1,1,0,21085.17,"1"
"3770",5123.46457226062,15670932.3412811,"Grant",775.83418805548,"Germany","Female",39.7181187623646,9,84063.222557329,1,0,1,188110.060451618,"1"
"4975",4975,15744942,"Steele",638,"Spain","Female",55,2,155828.22,1,0,1,108987.25,"1"
"958.3",958,15731522,"Ts'ui",771,"Spain","Female",67,8,0,2,1,1,51219.8,"0"
"1606",1606,15640865,"Romano",636,"Germany","Female",31,9,80844.69,2,1,1,74641.9,"0"
"44351",6230.46615833906,15622804.9411971,"Lavrentyev",714.43895100127,"France","Male",47.6953714336269,7,90280.4999581564,3,0,0,64583.8582619531,"1"
"1300.2",1300,15795166,"Creswell",618,"Germany","Male",42,8,153572.31,2,1,1,76679.6,"0"
"44910",1030.55524189491,15629929.694954,"Preston",502.531570560299,"France","Male",54.9554065177217,1.55761640425771,21119.8941723463,1,0,0,124189.358787372,"1"
"4758.1",4758,15583278,"Greece",743,"Spain","Female",36,8,92716.96,1,1,1,33693.78,"0"
"7312.2",7312,15722479,"Ikenna",707,"France","Male",37,1,0,2,0,1,6035.51,"0"
"13301",2006.70949558029,15667938.9110876,"Beavers",682.507523966953,"Germany","Female",54,5.40233747754246,155392.675987561,1,1,1,157027.847083265,"1"
"7632",7632,15793896,"John",677,"Spain","Male",40,7,95312.8,1,1,1,62944.75,"0"
"4453",4453,15704788,"Krawczyk",812,"Spain","Female",49,8,66079.45,2,0,0,91556.57,"1"
"8675",8675,15719426,"Cole",529,"France","Male",67,8,103101.56,2,1,1,154002.02,"1"
"831",683.231235564221,15636519.597888,"Alexandrova",677.423311300576,"Spain","Male",56.1867328980006,5.23236202914268,162100.722052308,1.11618101457134,0,0,14489.3121814601,"1"
"7279.1",7279,15591360,"Udinesi",642,"France","Female",33,4,84607.34,2,0,1,60059.47,"0"
"3417.1",3417,15565806,"Toosey",532,"France","Male",38,9,0,2,0,0,30583.95,"0"
"7849",7849,15643908,"Turnbull",433,"France","Female",49,10,0,1,1,1,87711.61,"0"
"7116.2",7116,15773421,"Genovese",673,"France","Female",42,4,0,2,1,0,121440.8,"0"
"1325.1",1325,15765537,"Liang",687,"Germany","Male",26,2,142721.52,1,1,1,153605.75,"0"
"42981",8271.75959816342,15610149.1659412,"White",636.909426282626,"Germany","Male",42.5637705130503,2.78188525652513,142532.571916622,1,1,1,138936.772981057,"1"
"8787",8787,15770968,"Leason",741,"Germany","Female",19,8,108711.57,2,1,0,24857.25,"0"
"651",1332.06169566698,15639591.0162714,"Riggs",621.215624295175,"Germany","Female",38.6846353579313,9,68523.6744823769,1,1,0,69844.6388550382,"1"
"2894.1",2894,15719606,"Rivers",657,"France","Male",50,9,0,2,0,0,37171.46,"0"
"8445.2",8445,15793641,"Evseyev",792,"France","Female",70,3,0,2,1,1,172240.27,"0"
"9704.2",9704,15667424,"Forbes",682,"Germany","Female",43,7,111094.05,2,1,1,64679.3,"0"
"2518",2518,15577064,"Onyekaozulu",592,"Germany","Male",36,2,104702.65,2,1,0,107948.72,"0"
"39301",7453.10840822523,15707768.8942239,"Shaw",563.417554068845,"Germany","Female",44.0877703442238,5.79122296557762,98777.3210230262,2,1,0,158674.434396565,"1"
"8884",8884,15707696,"Lu",471,"Spain","Female",28,5,0,2,1,1,22356.97,"0"
"665",3567.11669055931,15636469.366541,"Pirozzi",694.727680736221,"Spain","Female",45.5453865439631,5,166219.3558688,1,1,0,150480.714299092,"1"
"2291",2291,15674880,"Archer",658,"Spain","Male",50,2,0,2,1,0,52137.73,"0"
"27211",2720.17052926449,15777859.2880484,"Weber",749.907179421745,"Germany","Female",33.4817362609319,3.65449084062129,73472.2652623254,2,1,0,72581.72525772,"1"
"6363.1",6363,15814750,"Ricci",629,"Spain","Male",34,8,0,2,1,1,180595.02,"0"
"26301",2749.581457844,15593910.5265508,"Reynolds",534.762046289397,"Spain","Female",42.5419597658329,6.0508933593519,94594.059641026,1,1,1,30440.4124618106,"1"
"49511",7943.5561316167,15615402.2965833,"Donnelly",625.834694626741,"Germany","Male",25.5147956127767,3.08112243912183,124711.556835789,1,1,0,148024.531163748,"1"
"45071",8914.40845659235,15605245.572125,"White",645.498024754692,"Germany","Male",38.6802020720206,2.81782268267125,113216.432203305,1,0,1,184051.484786372,"1"
"4330.1",4330,15753362,"Evdokimov",748,"Spain","Male",60,3,0,2,1,1,78194.37,"0"
"4146",4146,15729018,"Alexander",666,"France","Female",33,2,147229.65,1,1,1,56410.17,"0"
"2318.1",2318,15627212,"Smith",630,"France","Female",36,2,110414.48,1,1,1,48984.95,"0"
"7274",7274,15671582,"John",660,"Spain","Male",38,6,109869.32,1,1,1,154641.91,"0"
"32501",6328.03092927486,15691097.8671582,"Talbot",668.545363079756,"Germany","Female",34.0850060861558,1.6857687626034,42623.9873237204,2,0,1,100775.255160958,"1"
"3867.2",3867,15656840,"Zikoranachukwudimma",547,"France","Female",29,6,104450.86,1,1,1,37160.28,"0"
"46461",6749.90455365321,15713326.5189783,"Chester",719.851879543625,"Spain","Male",47.2366032619029,4.26971693849191,122945.605626655,1,0,1,167537.976201864,"1"
"27171",3384.50417744345,15711550.4309788,"To Rot",581.988228959497,"Spain","Male",56.8988228959497,3,229917.236450309,1,0,1,144676.458916642,"1"
"241.1",241,15812009,"Grant",662,"Spain","Male",38,4,0,2,1,0,136259.65,"0"
"17151",2853.52248625644,15635303.079677,"Meng",661.533912083134,"Germany","Female",43,1.2143563888967,104931.444654596,1,1,0,30993.9983623062,"1"
"7628",7628,15667588,"Arcuri",670,"Spain","Female",40,3,0,1,1,1,182650.15,"0"
"42811",6800.63778557652,15648834.6034284,"Munro",523.950907575665,"Spain","Female",47.4968361011706,6.50316389882937,110938.010043635,1,1,1,102296.503461265,"1"
"14631",1719.93221849413,15595615.2836931,"Christie",746.458510976983,"France","Female",49.761451841332,6.88072592066601,110225.172169126,1.559637039667,1,1,87717.3482038,"1"
"4631",4631,15684958,"Amadi",489,"Germany","Male",38,2,126444.08,2,1,1,82662.73,"0"
"5011",5011,15719508,"Davis",575,"Germany","Male",49,7,121205.15,4,1,1,168080.53,"1"
"2292",3009.39549517562,15775399.230148,"Mishin",755.872637084685,"Germany","Female",40.637976491591,5.53184072882868,105441.439305564,2,1,0,61368.3989324602,"1"
"7114",425.152677806327,15611981.7663115,"Onyekaozulu",728.474416150944,"Spain","Male",29.9931776402518,8.92881508427672,155901.41372549,2,0,1,105607.7612289,"1"
"32481",5279.79128990881,15790568.3511144,"Greco",667.975584140979,"Germany","Male",36.7668740497902,7.32515553734265,105929.724560134,1,1,0,62693.345234128,"1"
"3673",5564.7502193253,15693340.3406439,"Ford",674.860487794271,"Germany","Female",34.8136586744804,0.279024411458522,146404.080982966,1,1,0,68355.1261813521,"1"
"5574",5574,15628893,"Power",681,"France","Male",29,8,0,1,1,0,66367.33,"0"
"1895",1662.77220158651,15643457.9854764,"Spyer",772.707342353649,"France","Female",42.9087797293905,3.78829369414598,0,1,1,0,192321.970473691,"1"
"34610",3411.47175814956,15659743.0945836,"Miller",690.937970839441,"France","Female",42.8403558582067,3,81623.9451875623,1,1,0,198747.203383622,"1"
"4073.1",4073,15741865,"Ferrari",810,"France","Female",38,9,153166.17,1,1,1,93261.69,"0"
"24921",3632.51213465957,15641250.3553047,"Browne",737.300760696642,"Germany","Male",46.415333149489,2.797809550073,98340.994403291,1.797809550073,1,0,90157.0243097316,"1"
"756",1539.18392334413,15792111.3003988,"Thomas",487.057870941237,"France","Male",31.7880265936255,7.42050997260958,128317.305323624,3,1,0,116331.960644047,"1"
"15131",2392.17794742086,15657492.4669218,"Dawson",849.702612611931,"France","Male",28.035508941859,3.99778069113381,147886.871089686,1,1,0,60634.6681213241,"1"
"27010",750.719553370029,15600521.5869125,"Manna",548.609339639544,"Germany","Female",41.2860908219591,7.77441627252847,123327.371515857,1.22558372747153,1,0,135400.007671069,"1"
"9513",9513,15618155,"Ts'ui",663,"France","Male",45,5,83195.12,1,1,1,48682.1,"0"
"8743",8743,15661827,"Brown",693,"Spain","Female",45,4,0,2,1,1,26589.56,"0"
"1483.3",1483,15605968,"Fancher",574,"France","Male",26,8,97460.1,1,1,1,43093.67,"0"
"39110",977.847004609182,15729502.5801842,"Larionova",618.254025481176,"Germany","Female",52.8595012198202,8,170067.443927424,1,1,0,164372.551926467,"1"
"7312",7312,15722479,"Ikenna",707,"France","Male",37,1,0,2,0,1,6035.51,"0"
"8693",8693,15755138,"Chin",850,"France","Female",32,8,0,2,1,1,55593.8,"0"
"9852.1",9852,15792077,"Degtyaryov",671,"Germany","Male",28,8,119859.52,2,1,0,125422.66,"0"
"17521",1184.06286597811,15773809.7003788,"Ni",432.462969519198,"Germany","Male",33.5404352676123,8.19104949198663,99002.7769418198,3,1,1,104435.45037082,"1"
"40191",5925.22158650029,15735334.0972198,"Northern",650.679550088476,"Spain","Female",37.5567016769201,4.92611694615334,99434.9053963271,1,1,1,115648.736451852,"1"
"48221",7640.23433341086,15668019.2601811,"Yuan",639.420144884381,"Spain","Female",65.8599517052062,6.74665593449026,146767.176536914,1,0,1,67693.4637690794,"1"
"24461",3599.44227463566,15795045.8128378,"Lo Duca",641.229470954277,"Germany","Female",40.6719489535317,1.86561020929366,119125.696762825,2,1,1,60923.3285847472,"1"
"14401",2294.72794941533,15783430.8099775,"Ponomarev",630.129012105754,"France","Male",50.0560922198929,2.99439077801071,129322.449014439,4,1,1,48282.3282393808,"1"
"6202.3",6202,15753079,"Chidi",612,"France","Male",41,5,0,3,0,0,151256.22,"0"
"5486",5486,15753837,"Young",573,"Spain","Male",38,4,0,2,1,1,196517.43,"0"
"5604",5604,15608408,"Lazareva",598,"Spain","Male",39,1,0,2,1,0,159130.32,"0"
"630",630,15692463,"Rahman",799,"Spain","Female",28,3,142253.65,1,1,0,45042.56,"0"
"28991",5499.59946160903,15690097.4130508,"Nkemakolam",689.620819029398,"Germany","Male",56.4231151631102,2.51098354812711,113664.003856153,1,1,0,117304.697971278,"1"
"1420",2305.68754776195,15626441.0540314,"Kelechi",611.141599910334,"Germany","Female",37.4421434029937,4.05526792537421,113813.255018334,1.94473207462579,1,0,176310.471635691,"1"
"4058",4058,15769272,"Clark",510,"France","Female",26,6,136214.08,1,0,0,159742.33,"0"
"4142.1",4142,15790596,"Moran",850,"Spain","Male",39,0,141829.67,1,1,1,92748.16,"0"
"6314",6314,15812482,"Young",575,"France","Male",27,3,139301.68,1,1,0,99843.98,"0"
"225",225,15568748,"Poole",671,"Germany","Male",45,6,99564.22,1,1,1,108872.45,"1"
"16210",3157.8228365269,15759688.3505792,"Synnot",622.872828338295,"France","Female",43.7488645387348,2.25113546126522,29187.0888759746,3,1,0,90795.6964940914,"1"
"8550",8550,15632850,"T'ang",731,"France","Male",37,8,0,2,1,1,170338.35,"0"
"5469",5469,15738150,"Chidozie",591,"France","Male",45,5,0,2,1,1,155492.87,"0"
"44401",6604.67681591469,15610088.3125985,"Nnachetam",560.165587746305,"France","Male",33.6037597833201,4.09906005416997,162519.056119449,1.90093994583003,1,1,27341.135578706,"1"
"4848",6415.2269189544,15791014.6837829,"Chinwendu",592.858597830869,"Germany","Male",29.8484130147845,5.14140216913074,90789.537786117,1.42929891543463,1,0,65843.3539296993,"1"
"7355",7355,15757933,"Hardy",733,"Germany","Female",30,1,102452.71,1,1,0,21556.95,"0"
"4288",4288,15657529,"Chin",714,"Germany","Male",53,1,99141.86,1,1,1,72496.05,"1"
"699",699,15669516,"Steele",746,"Spain","Male",36,2,0,2,1,1,16436.56,"0"
"8950.3",8950,15649239,"Vasilieva",731,"Spain","Male",46,10,0,2,1,0,153015.42,"0"
"5148",8333.68746789289,15758362.7920063,"Okwuoma",807.902222654317,"Germany","Female",28,6.83595951739699,164592.806973109,3,1,0,154021.061359408,"1"
"3785",7075.59936149418,15725243.1417316,"Smith",639.523716765922,"Germany","Female",55.2657779217698,8.66052526561543,115255.024677806,1,1,1,113677.018148566,"1"
"6725",6725,15756625,"Crawford",752,"France","Female",41,8,0,2,1,0,139844.04,"1"
"9614",9614,15737025,"Roberts",635,"France","Male",33,1,0,3,0,0,178067.33,"1"
"23701",3660.93028574064,15693561.2989815,"Shih",580.633879777975,"Germany","Male",47.6279097758234,8.15697744395584,111779.363257889,1,0,1,64509.3908361219,"1"
"34.4",34,15659428,"Maggard",520,"Spain","Female",42,6,0,2,1,1,34410.55,"0"
"33691",3711.57717850362,15633541.2059884,"Angelo",542.770991194528,"Germany","Female",51.0698286627885,9,119102.605325598,1.46089351479895,1,1,49711.2224758999,"1"
"395",395,15620505,"Celis",594,"Spain","Female",24,0,97378.54,1,1,1,71405.17,"0"
"2699",2699,15729954,"Azuka",586,"France","Female",28,5,0,3,1,0,170487.4,"1"
"676.2",676,15754605,"Jarvis",563,"France","Female",39,5,0,2,1,1,17603.81,"0"
"4525",4525,15658852,"Stevens",676,"France","Male",38,8,0,2,1,1,133692.88,"0"
"13051",1998.73232019739,15811605.4106694,"Dumetochukwu",722.872760190628,"Germany","Female",54.4203361314721,3.13376858504489,46524.1398789394,1,1,0,64419.6341808038,"1"
"1530",1530,15697283,"Mackenzie",578,"Spain","Male",23,8,0,2,1,0,112124.98,"0"
"42091",8064.29824191052,15600909.9227869,"Nyhan",657.096644445788,"France","Male",44.4493834623136,7,76411.6191191769,1,0,1,17075.4230573736,"1"
"2196",2196,15735246,"Norman",798,"Spain","Female",58,9,0,2,0,0,119071.56,"1"
"19810",941.416704699397,15608518.8310092,"Matthias",778.42185167037,"Germany","Male",43.7970059104264,3.19550886563957,50713.0038918546,1,1,1,179084.665190764,"1"
"6358",6358,15674637,"Pagnotto",491,"France","Female",68,3,107571.61,1,0,1,113695.99,"0"
"32741",5165.51077519055,15595684.2566885,"Paterson",720.801347781904,"France","Male",47.8570475962479,4.17583883134648,81016.5338290496,1,1,1,33166.1640716091,"1"
"19531",1143.98603674211,15643828.2886604,"Greaves",614.641565726604,"Germany","Female",43.5098288115114,6.12254279712215,107747.329387988,2.12254279712215,1,0,108405.856246681,"1"
"6012",6012,15783007,"Parker",520,"Germany","Female",45,1,123086.39,1,1,1,41042.4,"1"
"8118",8118,15639117,"Sorenson",624,"Spain","Female",34,6,0,1,1,0,582.59,"1"
"8488",8488,15791877,"Gallagher",706,"Germany","Male",34,0,140641.26,2,1,1,77271.91,"0"
"14481",2356.74490622734,15675705.6639532,"Shaw",718.348377539078,"France","Male",40.4499622683506,5.65011319494806,41759.0722871149,1,0,1,117269.634787668,"1"
"2889",4608.34982783953,15702636.9713951,"Sullivan",707.207891862141,"France","Female",61.4081269444432,3,150514.54871549,2.90400470164604,0,0,142772.617686988,"1"
"55411",8436.39451881126,15717907.0887251,"Colon",630.649157848209,"France","Male",50.9413563869894,4.09807919710875,29433.838162847,1,0,1,193725.117026378,"1"
"3352",3352,15792729,"Holland",474,"Germany","Female",34,9,176311.36,1,1,0,160213.27,"0"
"50321",6709.88699458633,15603266.8935848,"Banks",799.662767327391,"France","Female",42.6840021163225,5,114708.080607581,2.26974986772984,1,1,48183.4262280019,"1"
"2401",4181.40213728836,15687991.8477201,"Findlay",843.597639621003,"France","Male",60.310515036108,1,0,1.09849785198458,1,0,52284.3869501214,"1"
"520",520,15745417,"Knipe",707,"France","Male",58,6,89685.92,1,0,1,126471.13,"0"
"17941",2888.42773400689,15774539.4879615,"Gray",606.097307954682,"France","Female",40.3144833955448,0.210407581413165,0,1,1,0,76562.2467623894,"1"
"513",4938.02976409439,15780718.9675927,"Wan",726.714378440287,"France","Female",37.2318333960138,2.95784847345203,122150.906434833,2,0,0,107111.134321577,"1"
"1387.1",1387,15704586,"Osonduagwuike",758,"France","Female",42,7,0,2,0,1,76209.56,"0"
"5115",5115,15721460,"Lorenzo",678,"France","Male",60,8,185648.56,1,0,0,192156.54,"1"
"16471",3291.18931962247,15767133.5377985,"Moore",720.726176638389,"Germany","Male",41.69628406642,6.88395265559666,80621.6223523052,1,1,1,15724.8929125562,"1"
"3874",3874,15616240,"Yeh",530,"Spain","Male",37,4,0,2,1,1,164844.37,"0"
"3418",3418,15815530,"Chin",612,"France","Female",42,10,75497.51,1,0,0,149682.78,"0"
"2334",4052.42447987944,15658031.7188867,"Nyhan",545.144154023379,"Germany","Male",43.0017217099667,8.74956957250834,142523.854487194,1,0,1,11001.1198470239,"1"
"1715.1",1715,15738828,"Milano",730,"Germany","Male",45,6,152880.97,1,0,0,162478.11,"0"
"9213",9213,15605339,"Baker",673,"France","Female",37,10,0,2,1,1,37411.35,"0"
"5929",5929,15761241,"Hsieh",578,"Germany","Female",36,8,129745.1,1,1,1,143683.75,"0"
"4233.1",4233,15632977,"Hsiao",745,"France","Male",47,5,0,2,0,0,145789.71,"0"
"27910",1177.8554353884,15713739.4842271,"Yin",650.924844835885,"Spain","Female",48.5887691769749,3.09578844136558,94229.4244220026,1,0,1,158843.796837427,"1"
"56691",8684.8644815369,15648197.2094607,"Trevisan",568.972987907939,"France","Male",43.4367585489526,5.90135060460307,114407.034277071,3,1,0,152859.447081973,"1"
"6292.4",6292,15779886,"Munson",563,"Spain","Male",24,7,0,2,0,0,16319.56,"0"
"7520.1",7520,15814116,"Castiglione",583,"France","Female",42,7,0,2,1,0,144039.05,"0"
"8284",8284,15754569,"Pagnotto",664,"France","Male",57,1,0,2,1,1,56562.57,"0"
"9566",9566,15752294,"Long",582,"France","Female",38,9,135979.01,4,1,1,76582.95,"1"
"4771.1",4771,15761506,"Russell",615,"Spain","Male",19,5,0,2,1,0,159920.92,"0"
"2377",2377,15730738,"Chiang",786,"Spain","Male",31,9,0,2,1,1,18210.36,"0"
"7112",7112,15572390,"Huang",850,"Spain","Female",39,6,0,2,1,0,103921.43,"0"
"3799",6296.71865017898,15735848.1332824,"Chukwudi",551.072011108743,"France","Female",27.4617669251747,9,133403.142469767,1.23088346258737,1,0,154747.997367561,"1"
"7501",7501,15652289,"Williams",694,"France","Male",47,4,0,2,1,0,197528.62,"0"
"5875.2",5875,15693902,"Hunt",597,"France","Male",19,2,0,2,1,1,91036.74,"0"
"4034",4034,15569079,"Hagins",632,"Germany","Male",48,6,126066.26,1,1,0,64345.61,"1"
"6710",6710,15587647,"Browne",850,"Germany","Female",66,0,127120.62,1,0,1,118929.64,"1"
"19241",4891.07900930289,15728302.3255941,"Byrne",534.066662222147,"France","Male",41.6062502083369,3.40416680555791,148290.439128121,1,1,0,178744.243205854,"1"
"35931",7439.74814501405,15771060.9284259,"Hudson",661.888644818217,"Germany","Female",41.3551673442125,8.58879183605313,137786.331622198,1,1,0,30643.8376355285,"1"
"4557",4557,15796231,"Nwankwo",681,"France","Female",18,1,98894.39,1,1,1,9596.4,"0"
"30010",712.009622309823,15724074.2590624,"Hsia",543.632800833788,"Germany","Female",46.2495365841314,5.62476829206571,15828.6117670933,1,0,0,192827.772160739,"1"
"3786.2",3786,15803842,"Dunn",752,"Germany","Female",45,3,105426.5,2,0,1,89773.45,"0"
"3179.1",3179,15609669,"Chuang",542,"France","Female",39,4,109949.39,2,1,1,41268.65,"0"
"8970.2",8970,15622461,"Ndubuagha",562,"France","Female",51,7,122822,2,0,0,32626.21,"0"
"38021",6656.58207982569,15652783.5333044,"Ch'iu",488.542682636995,"Germany","Female",40.2190339323133,9,115703.303146622,2,1,1,82511.2209450497,"1"
"13310",484.535679492168,15676056.6971665,"Hackett",645.222061931388,"France","Male",42.9260755307041,4.55558761372231,5416.93665084029,1,1,0,136755.616091906,"1"
"2456",2456,15727490,"Scott",661,"France","Male",47,5,0,1,0,1,107243.31,"1"
"533",533,15663478,"Baldwin",729,"France","Male",32,6,93694.42,1,1,1,79919.13,"0"
"59891",8748.78026445257,15665493.5967562,"Ko",744.464654471725,"Germany","Male",48.8071611695923,5.03856776608154,131810.34904703,2,0,1,54143.3003318419,"1"
"3399",6630.55022149021,15647656.9773137,"Gardiner",685.623892568517,"France","Male",47.46143342508,9.53856657491997,103308.88984373,2.92286685016006,0,0,91992.8265296949,"1"
"59951",9219.78580058482,15634193.8442263,"Bryant",670.894168911502,"Germany","Female",44.9426418158691,4.01911939471029,140572.58165705,1,1,1,166806.852928027,"1"
"5299.1",5299,15794187,"Young",695,"France","Male",36,6,114007.5,2,1,0,118120.88,"0"
"46931",5696.37550702086,15766597.9278668,"Chinwenma",697.040810468374,"Spain","Female",43.97307634959,6.66217939159833,102420.582331643,3.44594020280056,1,1,30555.9209158711,"1"
"5250",5250,15804038,"Quinn",740,"France","Male",44,9,0,1,0,1,96528,"1"
"4681",7469.94507017755,15659233.230193,"Clifton",661.834064736497,"France","Female",55.7230592954438,7.02155256364495,94079.549482213,1,1,0,10389.9272354877,"1"
